code;name;citycode;streettypecode;thedistrictcode;modify_time;citykoid;resid;xstreetcode
INTEGER;VARCHAR(50);INTEGER;INTEGER;INTEGER;DECIMAL(16.0);VARCHAR(10);VARCHAR(10);VARCHAR(50)
788;Садова;3936;3;;;1221884001;;
789;Садова;3660;3;;;1220310300;;
790;Садова;3948;3;;;1221884701;;
791;Садова;3891;3;;;1221855500;;
792;Садова;3783;3;;;1221055400;;
793;Садова;3901;3;;;1221881301;;
794;Садова;3636;3;;;1210700000;;
795;Садова;3632;3;;;1210200000;;
796;Садова;3974;3;;;1221888201;;
797;Садовий;3901;6;;;1221881301;;
798;Садовий;3941;6;;;1221884301;;
799;Саксаганська;4901;3;;;1225287707;;
800;Саксаганська;3636;3;;;1210700000;;
801;Саксаганьська;3941;3;;;1221884301;;
802;Свердлова;3630;3;;;1210100000;;
803;Светлова;3652;3;;;1212400000;;
804;Свободи;3636;2;;;1210700000;;
805;Свєтлова;3630;3;;;1210100000;;
806;Світла;3638;3;;;1211000000;;
807;Севастопольська;3636;3;;;1210700000;;
808;Селянський узвіз;3630;3;;;1210100000;;
809;Семашка;3638;3;;;1211000000;;
810;Сергія Заїки;3638;3;;;1211000000;;
811;Сергія Нігояна;3630;9;;;1210100000;;
812;Серпнева;3630;3;;;1210100000;;
813;Серпуховська;3630;3;;;1210100000;;
814;Симбірцева;3638;3;;;1211000000;;
815;Слов'янська;3974;3;;;1221888201;;
816;Смарагдовий;3630;6;;;1210100000;;
817;Сніжний;3636;6;;;1210700000;;
818;Соборна;3630;7;;;1210100000;;
819;Соборна;3652;3;;;1212400000;;
820;Соборності;3638;3;;;1211000000;;
821;Собінова;3630;3;;;1210100000;;
822;Совхозна;3852;3;;;1221455800;;
823;Сокіл;3630;3;;;1210100000;;
824;Соловйова;4576;3;;;1224587001;;
825;Солом'янська;3630;3;;;1210100000;;
826;Солом'янська;29758;3;;;8000000000;;
827;Солідарна;3630;3;;;1210100000;;
828;Сонячна;3953;3;;;1221884711;;
829;Сонячна;3630;3;;;1210100000;;
830;Сонячна;3974;3;;;1221888201;;
831;Сонячна;3941;3;;;1221884301;;
832;Сонячна;3901;3;;;1221881301;;
833;Сонячний;3636;6;;;1210700000;;
834;Сорокового;3630;3;;;1210100000;;
835;Софіївська;3630;3;;;1210100000;;
836;Софіївська;3957;3;;;1221885901;;
837;Спартака;3652;3;;;1212400000;;
838;Спортивна;3636;3;;;1210700000;;
839;Спортивна;3783;3;;;1221055400;;
840;Спортивна;5018;3;;;1225855313;;
841;Спортивна;4276;3;;;1223255300;;
842;Спортивний;3783;6;;;1221055400;;
843;Станіславського;3636;3;;;1210700000;;
844;Станіславського;3636;6;;;1210700000;;
845;Старицького;3630;3;;;1210100000;;
846;Старицького;3636;3;;;1210700000;;
847;Старицького;3636;6;;;1210700000;;
848;Старобєльська;3630;3;;;1210100000;;
849;Старова;3630;3;;;1210100000;;
850;Старокодацька;3630;3;;;1210100000;;
851;Старокозацька;3630;3;;;1210100000;;
852;Стартова;3630;3;;;1210100000;;
853;Сташкова;3652;3;;;1212400000;;
854;Степна;3974;3;;;1221888201;;
855;Степна;3901;3;;;1221881301;;
856;Степна;3972;3;;;1221887704;;
857;Степна;3636;3;;;1210700000;;
858;Степова;3972;3;;;1221887704;;
859;Степова;4840;3;;;1225283304;;
860;Степова;3974;3;;;1221888201;;
861;Степова;3901;3;;;1221881301;;
862;Степова;3632;3;;;1210200000;;
863;Степова;4528;3;;;1224581009;;
864;Степова;3820;3;;;1221084109;;
865;Степовий;3974;6;;;1221888201;;
866;Степовий;3936;6;;;1221884001;;
867;Степовий;3972;6;;;1221887704;;
868;Степового фронту;3652;3;;;1212400000;;
869;Стовби;3636;3;;;1210700000;;
870;Студентський;3630;6;;;1210100000;;
871;Суворова;3630;3;;;1210100000;;
872;Суворова;29758;3;;;8000000000;;
873;Сурська;3630;3;;;1210100000;;
874;Східна;3954;3;;;1221884713;;
875;Східний;3974;3;;;1221888201;;
876;Східний;3636;6;;;1210700000;;
877;Сєдова;3630;3;;;1210100000;;
878;Сєрова;3630;3;;;1210100000;;
879;Сєрова;3636;6;;;1210700000;;
880;Сімферопольська;3630;3;;;1210100000;;
881;Січеславська;3638;3;;;1211000000;;
882;Танкова;4276;3;;;1223255300;;
883;Тарасова;3632;3;;;1210200000;;
884;Татарська;3630;3;;;1210100000;;
885;Театральна;3630;3;;;1210100000;;
886;Театральна;3973;3;;;1221887706;;
887;Театральна;3820;3;;;1221084109;;
888;Терешкової;3783;3;;;1221055400;;
889;Терешкової;3783;6;;;1221055400;;
890;Терешкової;3936;3;;;1221884001;;
891;Тимофія Шамрила;29758;3;;;8000000000;;
892;Тимірязєва;3636;3;;;1210700000;;
893;Тираспільська;3630;3;;;1210100000;;
894;Титова;3630;3;;;1210100000;;
895;Тиха;3636;3;;;1210700000;;
896;Толстого;3657;3;;;1220310100;;
897;Толстого;3648;3;;;1211900000;;
898;Тополина;3902;3;;;1221881303;;
899;Тополина;3630;3;;;1210100000;;
900;Тополя;3630;15;;;1210100000;;
901;Тополя 3;3630;15;;;1210100000;;
902;Тополя-1;3630;15;;;1210100000;;
903;Тополя-3;3630;15;;;1210100000;;
904;Торгова;3649;3;;;1212100000;;
905;Тракторна;3630;3;;;1210100000;;
906;Транспортна;3636;3;;;1210700000;;
907;Трудова;3906;3;;;1221881404;;
908;Тулузи;29758;3;;;8000000000;;
909;Тунельна;3630;3;;;1210100000;;
910;Тупикова;3630;3;;;1210100000;;
911;Тупиковий;3636;6;;;1210700000;;
912;Тургенєва;3636;6;;;1210700000;;
913;Тухачевського;3638;3;;;1211000000;;
914;Тюленіна;3636;6;;;1210700000;;
915;Тіниста;3630;3;;;1210100000;;
916;Тіниста;3974;3;;;1221888201;;
917;Тітова;3679;3;;;122038550;;
918;Удільний;3636;6;;;1210700000;;
919;Українська;25041;3;;;6521880701;;
920;Українська;3638;3;;;1211000000;;
921;Українська;3630;3;;;1210100000;;
922;Українська;3636;3;;;1210700000;;
923;Українська;3901;3;;;1221881301;;
924;Уманська;29758;3;;;8000000000;;
925;Уманська;3630;3;;;1210100000;;
926;Універсальна;3638;3;;;1211000000;;
927;Університетський;3630;6;;;1210100000;;
928;Уральська;3630;3;;;1210100000;;
929;Урицького;3638;3;;;1211000000;;
930;Усенко;3630;3;;;1210100000;;
931;Ухтомського;3638;3;;;1211000000;;
932;Фабрично-Заводська;3630;3;;;1210100000;;
933;Федора Дацька;3638;3;;;1211000000;;
934;Федорової Т.;3652;3;;;1212400000;;
935;Франка;3636;3;;;1210700000;;
936;Фурманова;3630;3;;;1210100000;;
937;Фучика;3630;3;;;1210100000;;
938;Фіалковий;3630;6;;;1210100000;;
939;Фізкультури;29758;3;;;8000000000;;
940;Філатова;3636;6;;;1210700000;;
941;Філатова;3630;3;;;1210100000;;
942;Філософська;3630;3;;;1210100000;;
943;ХХII партз'їзду;3630;3;;;1210100000;;
944;Хабаровська;3638;3;;;1211000000;;
945;Херсонеський;3636;6;;;1210700000;;
946;Херсонська;3630;3;;;1210100000;;
947;Хмельницького;3632;3;;;1210200000;;
948;Хмельницького;4527;3;;;1224581005;;
949;Хмельницького;3636;3;;;1210700000;;
950;Холодноярська;3630;3;;;1210100000;;
951;Хрещатик;29758;3;;;8000000000;;
952;Цвітна;3973;3;;;1221887706;;
953;Цвітна;3902;3;;;1221881303;;
954;Цементників;3671;3;;;1220383302;;
955;Центральна;3941;3;;;1221884301;;
956;Центральна;4901;3;;;1225287707;;
957;Центральна;3652;3;;;1212400000;;
958;Центральна;4840;3;;;1225283304;;
959;Центральна;3783;3;;;1221055400;;
960;Центральна;3850;3;;;1221455400;;
961;Центральна;3632;3;;;1210200000;;
962;Центральна;3657;3;;;1220310100;;
963;Центральна;3974;3;;;1221888201;;
964;Центральна;4890;3;;;1225286606;;
965;Центральна;3928;3;;;1221883501;;
966;Центральна;3891;3;;;1221855500;;
967;Центральна;3956;3;;;1221884717;;
968;Центральна;3902;3;;;1221881303;;
969;Центральна;3880;3;;;1221486601;;
970;Центральна;5014;3;;;1225855305;;
971;Центрально-міська;3936;3;;;1221884001;;
972;Церковна;3974;3;;;1221888201;;
973;Ціолковського;3636;3;;;1210700000;;
974;Чайковського;3636;7;;;1210700000;;
975;Чайковського;3652;3;;;1212400000;;
976;Чапаєва;3901;3;;;1221881301;;
977;Чаплигіна;3638;3;;;1211000000;;
978;Червоний;3636;6;;;1210700000;;
1002;Шевченко;3901;3;;;1221881301;;
979;Червоний Шахтар;3901;3;;;1221881301;;
980;Червоного Хреста;3636;3;;;1210700000;;
981;Червонозоряний;29758;9;;;8000000000;;
982;Червоноткацька;29758;3;;;8000000000;;
983;Чернишевського;3630;3;;;1210100000;;
984;Черняхівського;3636;3;;;1210700000;;
985;Чехова;3636;6;;;1210700000;;
986;Чичеріна;3630;3;;;1210100000;;
987;Чкалова;3636;3;;;1210700000;;
988;Чкалова;3630;3;;;1210100000;;
989;Чорноморська;3630;3;;;1210100000;;
990;Чудський;3630;6;;;1210100000;;
991;Шаховий проїзд;3630;3;;;1210100000;;
992;Шахтарський;3636;6;;;1210700000;;
993;Шахтарської Слави;3636;3;;;1210700000;;
994;Шевченка;3909;3;;;1221882001;;
995;Шевченка;3652;3;;;1212400000;;
996;Шевченка;3657;3;;;1220310100;;
997;Шевченка;3630;3;;;1210100000;;
998;Шевченка;3630;7;;;1210100000;;
999;Шевченка;29758;6;;;8000000000;;
1000;Шевченка;3684;3;;;1220387701;;
1001;Шевченка;3636;3;;;1210700000;;
1003;Шевченко;3632;3;;;1210200000;;
1004;Шевченко;3902;3;;;1221881303;;
1005;Шевченко;3636;3;;;1210700000;;
1006;Шевченко;3939;3;;;1221884005;;
1007;Шелгунова;3630;3;;;1210100000;;
1008;Шинна;3630;3;;;1210100000;;
1009;Широка;4738;3;;;1225081001;;
1010;Широківська;3974;3;;;1221888201;;
1011;Шкопенко;3913;3;;;1221882201;;
1012;Шкільна;3875;3;;;1221486207;;
1013;Шкільна;3891;3;;;1221855500;;
1014;Шкільна;3783;3;;;1221055400;;
1015;Шкільна;3902;3;;;1221881303;;
1016;Шкільна;3636;3;;;1210700000;;
1017;Шкільна;3941;3;;;1221884301;;
1018;Шкільна;3901;3;;;1221881301;;
1019;Шкільний;3901;6;;;1221881301;;
1020;Шкільний;3891;6;;;1221855500;;
1021;Шкільний;3783;6;;;1221055400;;
1022;Шмідта;3638;3;;;1211000000;;
1023;Шмідта;3630;3;;;1210100000;;
1024;Шосейна;3676;3;;;1220384401;;
1025;Шпакова;3630;3;;;1210100000;;
1026;Штабний;3630;6;;;1210100000;;
1027;Шутя;3652;3;;;1212400000;;
1028;Щаслива;3636;3;;;1210700000;;
1029;Щаслива;3891;3;;;1221855500;;
1030;Щорса;3652;3;;;1212400000;;
1031;Щорса;3901;3;;;1221881301;;
1032;Ювілейна;3948;3;;;1221884701;;
1033;Ювілейна;3954;3;;;1221884713;;
1034;Ювілейна;4509;3;;;1224510100;;
1035;Ювілейна;4276;3;;;1223255300;;
1036;Юдіна;3630;3;;;1210100000;;
1037;Юрія Кажанова;3638;3;;;1211000000;;
1038;Юрія Савченка;3630;3;;;1210100000;;
1039;Яворницького;3636;3;;;1210700000;;
1040;Якіра;3638;3;;;1211000000;;
1041;Ялинкова;3638;3;;;1211000000;;
1042;Ялицевий;3630;6;;;1210100000;;
1043;Ярова;3636;3;;;1210700000;;
1044;Ярослава Мудрого;3636;3;;;1210700000;;
1045;Яхонтова;3630;3;;;1210100000;;
1046;пос. Завода;3936;3;;;1221884001;;
1047;ім. Ю.М. Устенка;3632;3;;;1210200000;;
